"","date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"9005","2020-09-19","Southwark","E09000028",-37,-18,14,-41,-14,4
"9006","2020-09-20","Southwark","E09000028",-34,-14,39,-44,-16,3
"9007","2020-09-21","Southwark","E09000028",-34,-12,25,-52,-53,15
"9008","2020-09-22","Southwark","E09000028",-36,-14,16,-51,-53,15
"9009","2020-09-23","Southwark","E09000028",-42,-18,-17,-53,-53,17
"9010","2020-09-24","Southwark","E09000028",-41,-15,-17,-55,-51,18
"9011","2020-09-25","Southwark","E09000028",-42,-12,-17,-49,-50,16
"9012","2020-09-26","Southwark","E09000028",-42,-16,-16,-44,-14,6
"9013","2020-09-27","Southwark","E09000028",-42,-17,-11,-47,-18,5
"9014","2020-09-28","Southwark","E09000028",-37,-12,12,-53,-51,16
"9015","2020-09-29","Southwark","E09000028",-41,-15,-2,-53,-52,17
"9016","2020-09-30","Southwark","E09000028",-42,-17,-18,-53,-53,18
"9017","2020-10-01","Southwark","E09000028",-41,-13,-7,-54,-48,17
"9018","2020-10-02","Southwark","E09000028",-51,-21,-38,-50,-49,18
"9019","2020-10-03","Southwark","E09000028",-44,-19,-27,-46,-16,7
"9020","2020-10-04","Southwark","E09000028",-49,-25,-37,-50,-19,7
"9021","2020-10-05","Southwark","E09000028",-42,-14,-1,-54,-51,16
"9022","2020-10-06","Southwark","E09000028",-44,-16,-5,-52,-51,17
"9023","2020-10-07","Southwark","E09000028",-41,-16,6,-52,-50,16
"9024","2020-10-08","Southwark","E09000028",-44,-19,-11,-54,-48,17
"9025","2020-10-09","Southwark","E09000028",-44,-14,-12,-46,-48,16
"9026","2020-10-10","Southwark","E09000028",-41,-17,-10,-39,-13,6
"9027","2020-10-11","Southwark","E09000028",-38,-17,6,-44,-15,5
"9028","2020-10-12","Southwark","E09000028",-45,-21,-18,-54,-51,17
"9029","2020-10-13","Southwark","E09000028",-47,-23,-33,-53,-51,18
"9030","2020-10-14","Southwark","E09000028",-42,-17,-16,-52,-50,17
"9031","2020-10-15","Southwark","E09000028",-42,-17,-17,-53,-47,18
"9032","2020-10-16","Southwark","E09000028",-41,-11,-4,-46,-47,15
"9033","2020-10-17","Southwark","E09000028",-44,-18,-14,-46,-14,8
"9034","2020-10-18","Southwark","E09000028",-42,-18,1,-47,-17,7
"9035","2020-10-19","Southwark","E09000028",-42,-16,-1,-56,-52,18
"9036","2020-10-20","Southwark","E09000028",-43,-17,-3,-55,-52,18
"9037","2020-10-21","Southwark","E09000028",-50,-25,-33,-55,-53,20
"9038","2020-10-22","Southwark","E09000028",-43,-16,-9,-55,-49,19
"9039","2020-10-23","Southwark","E09000028",-43,-13,-13,-51,-50,18
"9040","2020-10-24","Southwark","E09000028",-44,-19,-28,-44,-14,8
"9041","2020-10-25","Southwark","E09000028",-38,-15,-7,-44,-16,6
"9042","2020-10-26","Southwark","E09000028",-39,-15,-2,-56,-57,18
"9043","2020-10-27","Southwark","E09000028",-44,-20,-30,-56,-57,20
"9044","2020-10-28","Southwark","E09000028",-41,-19,-16,-55,-57,20
"9045","2020-10-29","Southwark","E09000028",-43,-20,-30,-56,-55,21
"9046","2020-10-30","Southwark","E09000028",-41,-11,-12,-50,-54,18
"9047","2020-10-31","Southwark","E09000028",-45,-17,-25,-46,-14,7
"9048","2020-11-01","Southwark","E09000028",-36,-14,-11,-43,-14,5
"9049","2020-11-02","Southwark","E09000028",-32,-11,-8,-52,-50,16
"9050","2020-11-03","Southwark","E09000028",-30,-12,-19,-50,-49,16
"9051","2020-11-04","Southwark","E09000028",-22,-9,-3,-45,-48,14
"9052","2020-11-05","Southwark","E09000028",-65,-21,-25,-63,-56,24
"9053","2020-11-06","Southwark","E09000028",-67,-16,-23,-62,-56,25
"9054","2020-11-07","Southwark","E09000028",-65,-18,-5,-65,-36,15
"9055","2020-11-08","Southwark","E09000028",-66,-21,2,-66,-39,13
"9056","2020-11-09","Southwark","E09000028",-60,-19,-8,-61,-57,23
"9057","2020-11-10","Southwark","E09000028",-61,-16,-8,-62,-58,23
"9058","2020-11-11","Southwark","E09000028",-63,-17,-20,-62,-58,24
"9059","2020-11-12","Southwark","E09000028",-62,-15,-14,-63,-56,24
"9060","2020-11-13","Southwark","E09000028",-64,-11,-18,-59,-55,24
"9061","2020-11-14","Southwark","E09000028",-68,-21,-41,-63,-37,16
"9062","2020-11-15","Southwark","E09000028",-65,-20,-13,-63,-39,12
"9063","2020-11-16","Southwark","E09000028",-60,-18,-15,-62,-57,23
"9064","2020-11-17","Southwark","E09000028",-60,-17,-16,-61,-57,23
"9065","2020-11-18","Southwark","E09000028",-62,-17,-17,-61,-57,24
"9066","2020-11-19","Southwark","E09000028",-64,-18,-30,-63,-55,25
"9067","2020-11-20","Southwark","E09000028",-64,-13,-32,-60,-56,25
"9068","2020-11-21","Southwark","E09000028",-64,-15,-13,-58,-34,14
"9069","2020-11-22","Southwark","E09000028",-61,-16,13,-57,-36,11
"9070","2020-11-23","Southwark","E09000028",-58,-17,-9,-62,-56,22
"9071","2020-11-24","Southwark","E09000028",-60,-16,-13,-61,-57,23
"9072","2020-11-25","Southwark","E09000028",-62,-19,-24,-61,-56,24
"9073","2020-11-26","Southwark","E09000028",-62,-17,-19,-63,-54,24
"9074","2020-11-27","Southwark","E09000028",-62,-11,-23,-59,-54,24
"9075","2020-11-28","Southwark","E09000028",-62,-14,-15,-56,-33,13
"9076","2020-11-29","Southwark","E09000028",-62,-17,-6,-59,-36,11
"9077","2020-11-30","Southwark","E09000028",-57,-17,-18,-61,-55,22
"9078","2020-12-01","Southwark","E09000028",-58,-14,-15,-60,-54,22
"9079","2020-12-02","Southwark","E09000028",-48,-16,-24,-56,-49,19
"9080","2020-12-03","Southwark","E09000028",-52,-23,-39,-56,-47,21
"9081","2020-12-04","Southwark","E09000028",-47,-9,-23,-50,-48,18
"9082","2020-12-05","Southwark","E09000028",-45,-12,-7,-41,-12,7
"9083","2020-12-06","Southwark","E09000028",-46,-13,-10,-45,-16,7
"9084","2020-12-07","Southwark","E09000028",-45,-15,-18,-55,-50,18
"9085","2020-12-08","Southwark","E09000028",-48,-15,-17,-55,-49,18
"9086","2020-12-09","Southwark","E09000028",-48,-16,-20,-55,-50,19
"9087","2020-12-10","Southwark","E09000028",-47,-14,-19,-56,-48,19
"9088","2020-12-11","Southwark","E09000028",-48,-10,-11,-50,-47,17
"9089","2020-12-12","Southwark","E09000028",-47,-13,-7,-42,-13,7
"9090","2020-12-13","Southwark","E09000028",-50,-15,-23,-48,-17,7
"9091","2020-12-14","Southwark","E09000028",-47,-17,-16,-56,-51,18
"9092","2020-12-15","Southwark","E09000028",-39,-8,-1,-53,-51,16
"9093","2020-12-16","Southwark","E09000028",-56,-14,-24,-59,-54,21
"9094","2020-12-17","Southwark","E09000028",-55,-10,-14,-61,-54,21
"9095","2020-12-18","Southwark","E09000028",-59,-10,-27,-59,-57,23
"9096","2020-12-19","Southwark","E09000028",-59,-15,-27,-56,-21,10
"9097","2020-12-20","Southwark","E09000028",-65,-15,-12,-65,-29,11
"9098","2020-12-21","Southwark","E09000028",-57,-8,-23,-70,-66,24
"9099","2020-12-22","Southwark","E09000028",-57,-4,-18,-71,-68,25
"9100","2020-12-23","Southwark","E09000028",-55,7,-25,-71,-69,25
"9101","2020-12-24","Southwark","E09000028",-60,5,-25,-76,-72,27
"9102","2020-12-25","Southwark","E09000028",-94,-87,-38,-96,-87,38
"9103","2020-12-26","Southwark","E09000028",-85,-63,-43,-84,-51,19
"9104","2020-12-27","Southwark","E09000028",-73,-35,-12,-71,-31,12
"9105","2020-12-28","Southwark","E09000028",-68,-34,-20,-81,-80,31
"9106","2020-12-29","Southwark","E09000028",-65,-22,-22,-77,-73,29
"9107","2020-12-30","Southwark","E09000028",-63,-15,-14,-76,-72,29
"9108","2020-12-31","Southwark","E09000028",-65,-7,-18,-77,-73,29
"9109","2021-01-01","Southwark","E09000028",-86,-65,-43,-86,-84,37
"9110","2021-01-02","Southwark","E09000028",-75,-38,-30,-75,-38,18
"9111","2021-01-03","Southwark","E09000028",-74,-33,-24,-71,-34,14
"9112","2021-01-04","Southwark","E09000028",-67,-27,-37,-72,-65,27
"9113","2021-01-05","Southwark","E09000028",-71,-31,-42,-73,-67,29
"9114","2021-01-06","Southwark","E09000028",-70,-29,-30,-73,-67,29
"9115","2021-01-07","Southwark","E09000028",-72,-31,-30,-75,-65,31
"9116","2021-01-08","Southwark","E09000028",-73,-30,-42,-72,-65,31
"9117","2021-01-09","Southwark","E09000028",-73,-31,-22,-72,-36,18
"9118","2021-01-10","Southwark","E09000028",-74,-34,-33,-75,-38,15
"9119","2021-01-11","Southwark","E09000028",-68,-29,-28,-72,-67,28
"9120","2021-01-12","Southwark","E09000028",-70,-31,-32,-73,-68,29
"9121","2021-01-13","Southwark","E09000028",-73,-35,-42,-74,-68,30
"9122","2021-01-14","Southwark","E09000028",-75,-37,-51,-75,-67,31
"9123","2021-01-15","Southwark","E09000028",-73,-28,-30,-72,-66,29
"9124","2021-01-16","Southwark","E09000028",-76,-36,-43,-75,-39,18
"9125","2021-01-17","Southwark","E09000028",-70,-30,1,-73,-37,13
"9126","2020-02-15","Sutton","E09000029",-14,-7,-32,-17,-2,2
"9127","2020-02-16","Sutton","E09000029",-19,-16,-52,-24,-3,2
"9128","2020-02-17","Sutton","E09000029",7,2,18,-11,-18,3
"9129","2020-02-18","Sutton","E09000029",7,-2,17,-11,-16,3
"9130","2020-02-19","Sutton","E09000029",4,-4,-5,-17,-15,3
"9131","2020-02-20","Sutton","E09000029",3,-3,-20,-21,-16,4
"9132","2020-02-21","Sutton","E09000029",-1,-2,14,-16,-17,3
"9133","2020-02-22","Sutton","E09000029",-9,-5,8,-7,2,0
"9134","2020-02-23","Sutton","E09000029",-10,-4,-10,-6,0,0
"9135","2020-02-24","Sutton","E09000029",-7,0,-10,-8,-1,1
"9136","2020-02-25","Sutton","E09000029",-6,2,11,-1,2,0
"9137","2020-02-26","Sutton","E09000029",-4,-2,5,-4,3,0
"9138","2020-02-27","Sutton","E09000029",-6,1,0,-7,2,1
"9139","2020-02-28","Sutton","E09000029",-6,2,0,-5,2,1
"9140","2020-02-29","Sutton","E09000029",1,3,-18,-4,3,0
"9141","2020-03-01","Sutton","E09000029",0,3,26,-6,3,-1
"9142","2020-03-02","Sutton","E09000029",4,6,25,-7,2,0
"9143","2020-03-03","Sutton","E09000029",-1,3,17,-3,2,0
"9144","2020-03-04","Sutton","E09000029",-3,6,5,-5,3,1
"9145","2020-03-05","Sutton","E09000029",-12,1,-20,-10,1,2
"9146","2020-03-06","Sutton","E09000029",2,11,27,3,1,0
"9147","2020-03-07","Sutton","E09000029",-3,4,16,-5,7,0
"9148","2020-03-08","Sutton","E09000029",-3,4,8,-8,4,0
"9149","2020-03-09","Sutton","E09000029",-1,10,18,-11,2,1
"9150","2020-03-10","Sutton","E09000029",-3,11,16,-6,1,2
"9151","2020-03-11","Sutton","E09000029",-3,9,21,-11,1,2
"9152","2020-03-12","Sutton","E09000029",-3,17,16,-15,-2,3
"9153","2020-03-13","Sutton","E09000029",-7,17,26,-13,-5,4
"9154","2020-03-14","Sutton","E09000029",-12,12,8,-18,0,3
"9155","2020-03-15","Sutton","E09000029",-18,10,-10,-20,-3,3
"9156","2020-03-16","Sutton","E09000029",-7,27,62,-23,-11,5
"9157","2020-03-17","Sutton","E09000029",-14,32,17,-34,-20,10
"9158","2020-03-18","Sutton","E09000029",-18,39,19,-40,-29,13
"9159","2020-03-19","Sutton","E09000029",-19,48,-17,-44,-34,15
"9160","2020-03-20","Sutton","E09000029",-31,17,8,-42,-35,16
"9161","2020-03-21","Sutton","E09000029",-50,-1,-5,-48,-26,12
"9162","2020-03-22","Sutton","E09000029",-61,-18,-2,-49,-29,10
"9163","2020-03-23","Sutton","E09000029",-48,-10,10,-58,-53,22
"9164","2020-03-24","Sutton","E09000029",-76,-26,0,-69,-65,29
"9165","2020-03-25","Sutton","E09000029",-76,-25,5,-73,-69,30
"9166","2020-03-26","Sutton","E09000029",-77,-30,2,-75,-71,32
"9167","2020-03-27","Sutton","E09000029",-79,-32,-1,-72,-70,32
"9168","2020-03-28","Sutton","E09000029",-84,-44,-41,-70,-55,20
"9169","2020-03-29","Sutton","E09000029",-88,-50,-57,-71,-54,16
"9170","2020-03-30","Sutton","E09000029",-76,-35,-23,-76,-73,31
"9171","2020-03-31","Sutton","E09000029",-77,-35,-7,-75,-74,32
"9172","2020-04-01","Sutton","E09000029",-77,-35,-6,-75,-73,32
"9173","2020-04-02","Sutton","E09000029",-77,-33,-7,-76,-73,33
"9174","2020-04-03","Sutton","E09000029",-78,-35,10,-72,-72,33
"9175","2020-04-04","Sutton","E09000029",-83,-42,-9,-66,-53,20
"9176","2020-04-05","Sutton","E09000029",-85,-44,-7,-64,-53,15
"9177","2020-04-06","Sutton","E09000029",-75,-35,-1,-74,-74,31
"9178","2020-04-07","Sutton","E09000029",-75,-34,26,-71,-74,32
"9179","2020-04-08","Sutton","E09000029",-76,-33,6,-73,-74,32
"9180","2020-04-09","Sutton","E09000029",-71,-25,11,-72,-74,32
"9181","2020-04-10","Sutton","E09000029",-80,-39,17,-74,-84,36
"9182","2020-04-11","Sutton","E09000029",-82,-40,-19,-64,-56,20
"9183","2020-04-12","Sutton","E09000029",-91,-67,-10,-64,-58,16
"9184","2020-04-13","Sutton","E09000029",-80,-42,7,-81,-87,35
"9185","2020-04-14","Sutton","E09000029",-74,-31,13,-73,-73,32
"9186","2020-04-15","Sutton","E09000029",-75,-33,21,-72,-73,32
"9187","2020-04-16","Sutton","E09000029",-74,-34,16,-74,-72,32
"9188","2020-04-17","Sutton","E09000029",-77,-37,-22,-73,-72,33
"9189","2020-04-18","Sutton","E09000029",-81,-42,-20,-66,-52,20
"9190","2020-04-19","Sutton","E09000029",-83,-45,17,-60,-49,14
"9191","2020-04-20","Sutton","E09000029",-73,-33,40,-71,-72,30
"9192","2020-04-21","Sutton","E09000029",-73,-32,32,-72,-71,31
"9193","2020-04-22","Sutton","E09000029",-72,-32,39,-71,-70,31
"9194","2020-04-23","Sutton","E09000029",-71,-30,39,-72,-70,31
"9195","2020-04-24","Sutton","E09000029",-72,-31,29,-67,-69,31
"9196","2020-04-25","Sutton","E09000029",-77,-38,1,-61,-49,19
"9197","2020-04-26","Sutton","E09000029",-81,-41,25,-58,-47,14
"9198","2020-04-27","Sutton","E09000029",-68,-34,45,-71,-70,29
"9199","2020-04-28","Sutton","E09000029",-75,-39,-52,-76,-71,32
"9200","2020-04-29","Sutton","E09000029",-71,-32,-10,-72,-70,31
"9201","2020-04-30","Sutton","E09000029",-72,-33,-25,-73,-70,32
"9202","2020-05-01","Sutton","E09000029",-72,-30,2,-69,-68,31
"9203","2020-05-02","Sutton","E09000029",-75,-35,15,-58,-46,18
"9204","2020-05-03","Sutton","E09000029",-79,-41,-6,-60,-45,14
"9205","2020-05-04","Sutton","E09000029",-64,-29,56,-70,-69,29
"9206","2020-05-05","Sutton","E09000029",-66,-27,29,-68,-68,30
"9207","2020-05-06","Sutton","E09000029",-66,-25,53,-69,-68,29
"9208","2020-05-07","Sutton","E09000029",-63,-19,59,-67,-67,29
"9209","2020-05-08","Sutton","E09000029",-73,-30,68,-70,-80,33
"9210","2020-05-09","Sutton","E09000029",-75,-34,26,-57,-46,17
"9211","2020-05-10","Sutton","E09000029",-79,-43,-25,-59,-43,14
"9212","2020-05-11","Sutton","E09000029",-64,-29,8,-70,-68,28
"9213","2020-05-12","Sutton","E09000029",-64,-26,56,-68,-67,29
"9214","2020-05-13","Sutton","E09000029",-66,-28,27,-69,-66,29
"9215","2020-05-14","Sutton","E09000029",-64,-23,46,-69,-66,29
"9216","2020-05-15","Sutton","E09000029",-66,-24,75,-63,-65,28
"9217","2020-05-16","Sutton","E09000029",-72,-31,35,-56,-40,16
"9218","2020-05-17","Sutton","E09000029",-75,-34,56,-50,-35,11
"9219","2020-05-18","Sutton","E09000029",-59,-22,106,-65,-65,26
"9220","2020-05-19","Sutton","E09000029",-61,-19,115,-63,-64,26
"9221","2020-05-20","Sutton","E09000029",-62,-17,106,-63,-64,26
"9222","2020-05-21","Sutton","E09000029",-62,-16,74,-64,-65,27
"9223","2020-05-22","Sutton","E09000029",-64,-20,70,-62,-62,27
"9224","2020-05-23","Sutton","E09000029",-69,-26,17,-53,-37,16
"9225","2020-05-24","Sutton","E09000029",-73,-27,63,-44,-34,10
"9226","2020-05-25","Sutton","E09000029",-65,-22,205,-68,-82,28
"9227","2020-05-26","Sutton","E09000029",-58,-14,118,-62,-63,25
"9228","2020-05-27","Sutton","E09000029",-60,-15,96,-62,-63,26
"9229","2020-05-28","Sutton","E09000029",-58,-13,115,-63,-63,26
"9230","2020-05-29","Sutton","E09000029",-62,-15,109,-58,-60,25
"9231","2020-05-30","Sutton","E09000029",-69,-20,74,-45,-24,13
"9232","2020-05-31","Sutton","E09000029",-71,-24,73,-39,-23,9
"9233","2020-06-01","Sutton","E09000029",-56,-13,119,-59,-59,23
"9234","2020-06-02","Sutton","E09000029",-60,-17,124,-59,-59,24
"9235","2020-06-03","Sutton","E09000029",-61,-19,27,-63,-59,26
"9236","2020-06-04","Sutton","E09000029",-60,-17,37,-63,-59,26
"9237","2020-06-05","Sutton","E09000029",-61,-20,33,-61,-57,25
"9238","2020-06-06","Sutton","E09000029",-69,-29,-17,-56,-30,15
"9239","2020-06-07","Sutton","E09000029",-69,-28,40,-45,-25,10
"9240","2020-06-08","Sutton","E09000029",-54,-16,82,-61,-57,23
"9241","2020-06-09","Sutton","E09000029",-53,-15,104,-60,-58,24
"9242","2020-06-10","Sutton","E09000029",-60,-23,-3,-63,-58,25
"9243","2020-06-11","Sutton","E09000029",-58,-18,24,-65,-58,26
"9244","2020-06-12","Sutton","E09000029",-61,-19,31,-60,-56,25
"9245","2020-06-13","Sutton","E09000029",-64,-22,83,-44,-17,11
"9246","2020-06-14","Sutton","E09000029",-67,-25,76,-41,-16,8
"9247","2020-06-15","Sutton","E09000029",-46,-16,80,-59,-56,22
"9248","2020-06-16","Sutton","E09000029",-49,-14,92,-58,-56,23
"9249","2020-06-17","Sutton","E09000029",-50,-18,41,-60,-57,23
"9250","2020-06-18","Sutton","E09000029",-52,-15,30,-63,-57,25
"9251","2020-06-19","Sutton","E09000029",-53,-12,67,-56,-53,22
"9252","2020-06-20","Sutton","E09000029",-56,-15,65,-41,-16,9
"9253","2020-06-21","Sutton","E09000029",-62,-21,59,-42,-10,7
"9254","2020-06-22","Sutton","E09000029",-44,-13,128,-56,-56,21
"9255","2020-06-23","Sutton","E09000029",-49,-10,129,-54,-56,21
"9256","2020-06-24","Sutton","E09000029",-49,-9,107,-55,-55,21
"9257","2020-06-25","Sutton","E09000029",-51,-8,96,-59,-55,21
"9258","2020-06-26","Sutton","E09000029",-54,-10,82,-55,-53,21
"9259","2020-06-27","Sutton","E09000029",-57,-19,7,-47,-19,11
"9260","2020-06-28","Sutton","E09000029",-60,-20,49,-39,-10,7
"9261","2020-06-29","Sutton","E09000029",-43,-12,76,-57,-54,21
"9262","2020-06-30","Sutton","E09000029",-44,-17,23,-59,-55,23
"9263","2020-07-01","Sutton","E09000029",-42,-15,39,-58,-54,21
"9264","2020-07-02","Sutton","E09000029",-44,-10,42,-59,-54,22
"9265","2020-07-03","Sutton","E09000029",-46,-11,80,-54,-52,20
"9266","2020-07-04","Sutton","E09000029",-45,-20,29,-39,-14,8
"9267","2020-07-05","Sutton","E09000029",-45,-20,94,-32,-7,5
"9268","2020-07-06","Sutton","E09000029",-32,-13,110,-53,-54,18
"9269","2020-07-07","Sutton","E09000029",-34,-13,96,-51,-54,20
"9270","2020-07-08","Sutton","E09000029",-38,-17,13,-54,-54,21
"9271","2020-07-09","Sutton","E09000029",-35,-12,49,-56,-53,20
"9272","2020-07-10","Sutton","E09000029",-38,-13,99,-50,-50,18
"9273","2020-07-11","Sutton","E09000029",-41,-18,80,-35,-9,6
"9274","2020-07-12","Sutton","E09000029",-46,-20,95,-30,-8,4
"9275","2020-07-13","Sutton","E09000029",-28,-13,123,-52,-53,18
"9276","2020-07-14","Sutton","E09000029",-29,-13,101,-53,-53,19
"9277","2020-07-15","Sutton","E09000029",-25,-16,77,-56,-51,19
"9278","2020-07-16","Sutton","E09000029",-25,-11,92,-54,-51,18
"9279","2020-07-17","Sutton","E09000029",-30,-11,142,-50,-49,16
"9280","2020-07-18","Sutton","E09000029",-38,-18,82,-33,-11,5
"9281","2020-07-19","Sutton","E09000029",-43,-23,20,-42,-12,5
"9282","2020-07-20","Sutton","E09000029",-21,-10,173,-54,-52,17
"9283","2020-07-21","Sutton","E09000029",-21,-12,153,-53,-53,18
"9284","2020-07-22","Sutton","E09000029",-22,-14,135,-54,-53,17
"9285","2020-07-23","Sutton","E09000029",-24,-10,123,-56,-54,18
"9286","2020-07-24","Sutton","E09000029",-31,-15,110,-51,-51,16
"9287","2020-07-25","Sutton","E09000029",-38,-23,-2,-43,-13,7
"9288","2020-07-26","Sutton","E09000029",-36,-25,61,-31,-5,3
"9289","2020-07-27","Sutton","E09000029",-22,-14,53,-56,-57,18
"9290","2020-07-28","Sutton","E09000029",-21,-14,118,-53,-55,17
"9291","2020-07-29","Sutton","E09000029",-18,-11,137,-52,-55,17
"9292","2020-07-30","Sutton","E09000029",-18,-8,127,-54,-55,16
"9293","2020-07-31","Sutton","E09000029",-32,-16,93,-50,-54,14
"9294","2020-08-01","Sutton","E09000029",-35,-21,66,-36,-10,3
"9295","2020-08-02","Sutton","E09000029",-33,-21,76,-33,-6,2
"9296","2020-08-03","Sutton","E09000029",-9,-12,141,-54,-57,15
"9297","2020-08-04","Sutton","E09000029",-11,-15,128,-52,-56,16
"9298","2020-08-05","Sutton","E09000029",-10,-14,114,-53,-55,16
"9299","2020-08-06","Sutton","E09000029",-19,-10,113,-54,-55,16
"9300","2020-08-07","Sutton","E09000029",-31,-15,89,-52,-54,15
"9301","2020-08-08","Sutton","E09000029",-37,-20,54,-38,-11,4
"9302","2020-08-09","Sutton","E09000029",-36,-22,60,-35,-6,1
"9303","2020-08-10","Sutton","E09000029",-11,-12,112,-55,-57,15
"9304","2020-08-11","Sutton","E09000029",-14,-11,97,-56,-56,16
"9305","2020-08-12","Sutton","E09000029",-12,-12,80,-54,-55,16
"9306","2020-08-13","Sutton","E09000029",-23,-16,50,-58,-56,18
"9307","2020-08-14","Sutton","E09000029",-26,-17,61,-53,-53,15
"9308","2020-08-15","Sutton","E09000029",-34,-22,1,-41,-12,5
"9309","2020-08-16","Sutton","E09000029",-31,-24,57,-35,-7,3
"9310","2020-08-17","Sutton","E09000029",NA,-15,NA,-53,-57,15
"9311","2020-08-18","Sutton","E09000029",NA,-15,NA,-53,-55,15
"9312","2020-08-19","Sutton","E09000029",NA,-22,NA,-57,-56,18
"9313","2020-08-20","Sutton","E09000029",NA,-11,NA,-53,-54,15
"9314","2020-08-21","Sutton","E09000029",-23,-16,NA,-51,-54,15
